Company,Position,Top_1_Resume_ID,Top_1_Category,Top_1_Similarity,Top_2_Category,Top_2_Resume_ID,Top_3_Category,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
Novo Distribution,inventory clerk,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
Target Stores,inventory clerk,71576860,CONSTRUCTION,0.9135510921478271,APPAREL,18509268,CHEF,0.9069060683250427,11444536,0.9063637256622314
Great Lakes Ace Hardware,inventory coordinator,41586420,APPAREL,0.936478316783905,APPAREL,99806115,APPAREL,0.9349945783615112,58208591,0.9344996213912964
 State of Ohio Jobs,civil right investigator 1 columbus,24508725,HR,0.9099592566490173,PUBLIC-RELATIONS,53701275,ADVOCATE,0.9087343811988831,24588864,0.9060192108154297
OTC Industrial Technologies,credit collection lead,24544244,AVIATION,0.9619501829147339,ARTS,41950126,FITNESS,0.9618439674377441,35302620,0.9614690542221069
Indeed,staff software engineer smb marketing enablement,21038022,ENGINEERING,0.9444177150726318,AVIATION,69458502,ENGINEERING,0.9421500563621521,17926546,0.942097008228302
ModMed,patient service specialist remote,14064815,ADVOCATE,0.9522974491119385,ARTS,24061629,HEALTHCARE,0.9511966109275818,37374340,0.9505235552787781
FCX Performance,account receivable fc,34594746,HEALTHCARE,0.9461840987205505,SALES,19156751,ADVOCATE,0.9457463622093201,35474904,0.9448646903038025
Dawson Resources,collection,49204385,ACCOUNTANT,0.95417720079422,ACCOUNTANT,53640713,TEACHER,0.9537060260772705,16270906,0.9508528709411621
New York Life,financial professional financial insurance entry level,91515108,AUTOMOBILE,0.9579328298568726,ADVOCATE,14064815,HEALTHCARE,0.9569661021232605,41910253,0.9562652707099915
Country Financial,insurance agent,12955994,CONSULTANT,0.9428358674049377,AUTOMOBILE,91515108,FINANCE,0.9423109292984009,24967652,0.9414394497871399
Platinum Supplemental Insurance,entry level sale,11209758,CHEF,0.9344095587730408,AVIATION,24544244,SALES,0.9338153600692749,29928796,0.9313207864761353
LabCorp,vice president general manager vp gm,24550866,HEALTHCARE,0.9522225856781006,HEALTHCARE,60624892,BUSINESS-DEVELOPMENT,0.9505236744880676,25397102,0.9493674039840698
Legal Zoom,vice president practice leader tax,24550866,HEALTHCARE,0.9625265598297119,BANKING,17818707,ARTS,0.9620625376701355,41950126,0.9615216851234436
Mathematica,senior vice president managing director international research,32308556,HR,0.9581520557403564,TEACHER,66683238,CONSULTANT,0.9538794159889221,31016926,0.9525822401046753
U.S. Bank,customer service fraud liaison specialist,34594746,HEALTHCARE,0.9608932137489319,AUTOMOBILE,14508237,BANKING,0.9595648050308228,17189156,0.9585385918617249
JPMorgan Chase and Co,fraud awareness educator associate,41910253,HEALTHCARE,0.9522387981414795,HR,27847081,HEALTHCARE,0.9521264433860779,34594746,0.9459179639816284
Barclays,fraud resolution analyst,34594746,HEALTHCARE,0.9247878789901733,AUTOMOBILE,47487091,BANKING,0.9211227297782898,28989677,0.9193357825279236
Regions Bank,fraud system analyst remote opportunity,60624892,HEALTHCARE,0.9502783417701721,TEACHER,27531694,HR,0.9480344653129578,59962788,0.9463918209075928
eTeam,fraud compliance aml bsa specialist,41950126,ARTS,0.9593656659126282,FINANCE,15891494,HEALTHCARE,0.9590156078338623,34594746,0.9567007422447205
Aston Carter,fraud investigator,24588864,ADVOCATE,0.9550808668136597,HR,27847081,FITNESS,0.948790431022644,12938389,0.9458647966384888
Alsco,office clerk,24544244,AVIATION,0.9391575455665588,AUTOMOBILE,14508237,FINANCE,0.9391529560089111,38225199,0.9384604096412659
American Cybersystems,office clerk,29221006,AVIATION,0.9366773366928101,ACCOUNTANT,24294778,HR,0.9317706823348999,24402267,0.9289748668670654
Central Health Solutions,general office clerk,34594746,HEALTHCARE,0.9437984228134155,FITNESS,19938081,ADVOCATE,0.9436129331588745,15337481,0.940722644329071
Randstad,office clerk,20925036,HR,0.9446627497673035,SALES,14267489,PUBLIC-RELATIONS,0.943965494632721,20470943,0.9432209730148315
The State of Florida,ops deputy clerk,47470864,HR,0.9537730813026428,HR,27847081,ADVOCATE,0.9520050287246704,36694627,0.9519474506378174
Akerman LLP,part time office service clerk,39650734,HR,0.9512283205986023,ADVOCATE,38698573,CONSTRUCTION,0.9506015777587891,21782152,0.9497475624084473
"Magic Transport, Inc",general office clerk data entry,24544244,AVIATION,0.9234177470207214,HR,26780935,HR,0.9221422672271729,20925036,0.9216465353965759
"Accent Controls, Inc",general clerk ii,29134372,HEALTHCARE,0.96258544921875,HEALTHCARE,18784594,APPAREL,0.9616017937660217,56151548,0.9614608287811279
"Morgan  Morgan, P.A.",runner mail clerk,14267489,SALES,0.9552132487297058,ADVOCATE,13909762,APPAREL,0.9549304842948914,58208591,0.9534041285514832
Jacksonville Job Corps Center,clerical,37360517,SALES,0.9385392665863037,HEALTHCARE,18484846,ADVOCATE,0.938473641872406,11773767,0.9365419745445251
State of OH-- Attorney General,medicaid fraud intake officer 22000555,27689009,AGRICULTURE,0.8786560893058777,ACCOUNTANT,15821633,BANKING,0.8744718432426453,89049979,0.8735950589179993
"Prince George's County, Maryland  Upper Marlboro, MD On-site",investigator 1g,14496667,ACCOUNTANT,0.9341238737106323,BUSINESS-DEVELOPMENT,17730889,HEALTHCARE,0.9339655637741089,49325370,0.9337872266769409
Hirschbach - Team Drivers,cdl team truck driver lease operator,19147947,SALES,0.916069746017456,AVIATION,32720816,AUTOMOBILE,0.9118358492851257,11797122,0.9110342264175415
Ozark Logistics LLC,cdl flatbed truck driver,19147947,SALES,0.9124643206596375,AVIATION,81588968,AVIATION,0.9069284200668335,32720816,0.9045992493629456
JobsInLogistics.com,cdl regional driver,19147947,SALES,0.8894302845001221,AVIATION,17655479,AVIATION,0.8829665184020996,32720816,0.8771587014198303
Innovative Cleaning Services LLC,dump truck driver,36252245,AVIATION,0.9038545489311218,ENGINEERING,39855211,CONSTRUCTION,0.903422474861145,28756444,0.9017826318740845
POOLCORP,cdl local route delivery truck driver,39855211,ENGINEERING,0.9368417859077454,CONSTRUCTION,28756444,SALES,0.9355732202529907,17704246,0.9332911372184753
Cardinal Logistics,cdl truck driver 5k sign bonus,19147947,SALES,0.9214939475059509,AVIATION,17655479,AUTOMOBILE,0.9201276302337646,11797122,0.9166059494018555
"Transco Lines, Inc.",cdl team driver sign bonus 10 000,19147947,SALES,0.9183990359306335,AVIATION,17655479,AVIATION,0.9104527831077576,32720816,0.9089322686195374
Quality Carriers,class regional truck driver home weekly 2 day le,11130200,FITNESS,0.8611744046211243,SALES,19147947,AVIATION,0.860399067401886,17655479,0.8555585145950317
"CRST Expedited - Regional Louisville, KY",solo class cdl driver,19147947,SALES,0.9021165370941162,AUTOMOBILE,11797122,AVIATION,0.8985114693641663,17655479,0.89579838514328
PeopleConnect Staffing,ceo cannabis investment,18208580,BANKING,0.9592099189758301,PUBLIC-RELATIONS,11902276,CONSULTANT,0.9509039521217346,13313917,0.9508602619171143
Evolent Health,chief staff,41910253,HEALTHCARE,0.963180661201477,AVIATION,23761385,FITNESS,0.9614696502685547,12938389,0.9613668918609619
Nikola Labs,cfo fast growing startup,18208580,BANKING,0.9226058125495911,HR,32308556,HR,0.9175691604614258,13879043,0.9173086285591125
Select Specialty Hospital-Columbus East,chief executive officer ceo,33803142,HEALTHCARE,0.9645959734916687,HEALTHCARE,13565152,HEALTHCARE,0.9622401595115662,18784594,0.9582338929176331
LifePoint Health,chief financial officer cfo,19446337,ACCOUNTANT,0.9221615791320801,ACCOUNTANT,23513618,ACCOUNTANT,0.9195529222488403,28969385,0.9193315505981445
Allstate,allstate agency owner ceo,18208580,BANKING,0.9555677175521851,ADVOCATE,91051945,SALES,0.9549734592437744,18171955,0.9541584849357605
"Transtar Industries  Walton Hills, OH Remote ",customer service representative remote,34594746,HEALTHCARE,0.9569545984268188,ADVOCATE,35474904,SALES,0.9475565552711487,19156751,0.9468636512756348
"Guest Supply  Grove City, OH Remote",customer service representative work home,14508237,AUTOMOBILE,0.958575963973999,HR,27847081,HEALTHCARE,0.9566476941108704,34594746,0.9529538154602051
DEPARTMENT OF DEFENSE Defense Counterintelligence and Security Agency,investigator,24588864,ADVOCATE,0.9333754181861877,HR,27847081,HEALTHCARE,0.9301506876945496,23138078,0.9298409223556519
DEPARTMENT OF JUSTICE Drug Enforcement Administration,diversion investigator,10554236,ACCOUNTANT,0.9532555937767029,HEALTHCARE,29134372,HEALTHCARE,0.9520602822303772,23138078,0.9504393339157104
"National Security Agency  Fort Meade, MD ",polygraph examiner entry mid level md,24588864,ADVOCATE,0.947925865650177,HEALTHCARE,26125407,HR,0.9423166513442993,24508725,0.9412737488746643
SPECIAL AGENT - GS 1811-10 (EXTERNAL - All U.S. Citizens),special agent,24588864,ADVOCATE,0.9478142857551575,AUTOMOBILE,15100547,ADVOCATE,0.9469166398048401,25873425,0.9439026713371277
"Maryhaven, Inc.",marketing specialist,27096471,CONSULTANT,0.9637993574142456,BUSINESS-DEVELOPMENT,39237915,AUTOMOBILE,0.9625827074050903,91515108,0.9592866897583008
Pyramid Consulting,marketing specialist brand marketing work home,22706174,DIGITAL-MEDIA,0.9556258916854858,BUSINESS-DEVELOPMENT,79759716,DIGITAL-MEDIA,0.9523205161094666,16276121,0.9505317807197571
Colliers I Columbus,marketing specialist,28939941,ACCOUNTANT,0.926298975944519,BUSINESS-DEVELOPMENT,30938994,BUSINESS-DEVELOPMENT,0.9222065210342407,26278597,0.9217861890792847
Wolters Kluwer,marketing specialist,25038571,DIGITAL-MEDIA,0.9394586086273193,BUSINESS-DEVELOPMENT,79759716,DIGITAL-MEDIA,0.9382970333099365,22706174,0.937549889087677
Gravity,marketing event coordinator,28939941,ACCOUNTANT,0.926040530204773,SALES,29134721,DESIGNER,0.9191358089447021,26790545,0.9168288707733154
"Peraton  Arlington, VA",background investigator ft employee arlington va,24588864,ADVOCATE,0.9449498057365417,HR,13520837,TEACHER,0.9397525787353516,66683238,0.9395376443862915
"CIA  Washington, DC On-site",polygraph examiner,11847784,HR,0.9161525368690491,HEALTHCARE,39082090,ADVOCATE,0.915002167224884,37348041,0.9144995808601379
DCG TRADE,construction project manager,20905088,APPAREL,0.9675440788269043,CONSTRUCTION,35971546,ENGINEERING,0.9561649560928345,21038022,0.955778181552887
Haley & Aldrich,project manager ccr focused,11415967,CONSULTANT,0.952277421951294,CONSTRUCTION,28815362,ENGINEERING,0.9472861289978027,14049846,0.9429802298545837
"MCM Company, Inc.",sr project manager,28815362,CONSTRUCTION,0.9520658850669861,TEACHER,27798860,CONSTRUCTION,0.9512621760368347,27246366,0.9473722577095032
"C&K Industrial Services, Inc.",infrastructure service project manager,17876954,AVIATION,0.9660041332244873,ADVOCATE,38698573,SALES,0.9657226800918579,17781039,0.9647486209869385
Iontra LLC,project manager 100 remote,18457785,BANKING,0.9596346020698547,BANKING,68781345,ENGINEERING,0.9584680795669556,28628090,0.9560803771018982
Atlas,environmental project manager,24154692,AVIATION,0.9536079168319702,HR,16877897,HR,0.9534407258033752,11847784,0.9529781341552734
Professional Placement Services,project manager,15721849,CONSTRUCTION,0.9514551758766174,CONSTRUCTION,19364677,CONSTRUCTION,0.9495506286621094,12826414,0.9477724432945251
The Adcom Group,digital development project manager,27485716,INFORMATION-TECHNOLOGY,0.9533829092979431,ARTS,21867728,INFORMATION-TECHNOLOGY,0.9532158374786377,13405733,0.9523311257362366
THP Limited,project manager,28815362,CONSTRUCTION,0.9396783113479614,TEACHER,27798860,ENGINEERING,0.933548092842102,24322804,0.9324194192886353
APEX Race Parts,ecommerce manager remote,80679862,DIGITAL-MEDIA,0.9575493931770325,DIGITAL-MEDIA,39166680,BUSINESS-DEVELOPMENT,0.9536682367324829,29825044,0.9515700936317444
Sherwin-Williams,senior ecommerce engineer,28126340,INFORMATION-TECHNOLOGY,0.9627817869186401,CONSULTANT,29196643,HEALTHCARE,0.9591373205184937,98300955,0.9591079354286194
Emerald Resource Group,e commerce manager,34303500,SALES,0.9548590779304504,ARTS,53227466,INFORMATION-TECHNOLOGY,0.9525805711746216,25207620,0.9501791000366211
Graybar,remote e commerce technical analyst,27847081,HR,0.9701250195503235,SALES,29134721,ADVOCATE,0.9688425064086914,35474904,0.9685712456703186
Apolis,project manager iii contract hire fortune client,21038022,ENGINEERING,0.9537108540534973,CONSULTANT,51724595,ENGINEERING,0.9519551396369934,12488356,0.9518141746520996
Kantar,ecommerce consultant,11773925,BANKING,0.956425130367279,BANKING,18208580,CONSULTANT,0.9561527371406555,69181350,0.9559332132339478
Fortune Brands,senior project manager ecommerce certified scrum master,29134721,SALES,0.9299066066741943,TEACHER,66683238,BPO,0.9273581504821777,13964744,0.9197778105735779
Smuckers,manager commerce marketing,79759716,BUSINESS-DEVELOPMENT,0.9509211182594299,BANKING,25162378,DIGITAL-MEDIA,0.9502097964286804,16276121,0.9498820900917053
TEKsystems,project manager ii remote,25101183,FINANCE,0.9405601620674133,HEALTHCARE,13575312,FINANCE,0.940076470375061,93653247,0.937764048576355
Code3,ecommerce account manager,59696315,BUSINESS-DEVELOPMENT,0.9624055027961731,PUBLIC-RELATIONS,13727873,ADVOCATE,0.9603748321533203,35474904,0.9600192904472351
Experian,manager ecommerce,25162378,BANKING,0.9595022201538086,ACCOUNTANT,28939941,BPO,0.9523593187332153,13964744,0.9523535966873169
Quadient,remote customer service representative,14267489,SALES,0.9595648646354675,INFORMATION-TECHNOLOGY,25905275,HEALTHCARE,0.9591279029846191,34594746,0.9590446949005127
Regular,bilingual spanish customer service representative work home,34594746,HEALTHCARE,0.9537139534950256,ADVOCATE,49486820,FITNESS,0.9414560794830322,97123005,0.9413278698921204
SupportNinja,customer service representative l2 work home,34594746,HEALTHCARE,0.946897029876709,SALES,26530696,SALES,0.9457423090934753,19156751,0.9436279535293579
Upwork,customer service representative,29928796,SALES,0.9165910482406616,AVIATION,24544244,SALES,0.9162043929100037,79376680,0.9149909019470215
DFIN,customer service representative 1st shift remote,66683238,TEACHER,0.9432766437530518,AVIATION,24544244,AUTOMOBILE,0.9414333701133728,91515108,0.9414152503013611
American Income Life Insurance Company,customer service representative remote,19156751,SALES,0.9491822719573975,FINANCE,38225199,ADVOCATE,0.9487615823745728,35474904,0.9484187364578247
Moen,part time customer service representative remote,41910253,HEALTHCARE,0.9487894177436829,TEACHER,66683238,SALES,0.9486877918243408,29134721,0.9440314769744873
Conduent,remote customer service associate,14508237,AUTOMOBILE,0.9445627331733704,ADVOCATE,13909762,HEALTHCARE,0.9421878457069397,64471954,0.939687967300415
Randstad USA,work home customer service representative,24544244,AVIATION,0.9416142702102661,AUTOMOBILE,14508237,SALES,0.9373891353607178,29134721,0.93617844581604
Volt,talent acquisition specialist recruiter,18297650,HR,0.9664446115493774,HR,13879043,HR,0.9533107280731201,13520837,0.9519417881965637
"Cprime, Inc",talent acquisition recruiter,18297650,HR,0.9341714382171631,TEACHER,66683238,HR,0.915956437587738,13879043,0.9119001626968384
Conexess Group,talent acquisition coordinator technical recruiter 100 remote,18297650,HR,0.9667189121246338,HR,13520837,ACCOUNTANT,0.9555361866950989,28939941,0.9517897963523865
Southcoast Health,talent acquisition advisor healthcare remote,18297650,HR,0.95735764503479,HEALTHCARE,85417107,HEALTHCARE,0.9491690397262573,29134372,0.942498505115509
ACL Digital,talent acquisition specialist,18297650,HR,0.9426369667053223,SALES,29134721,TEACHER,0.9251295924186707,66683238,0.9223668575286865
ASML,talent acquisition manager,13879043,HR,0.9423845410346985,HR,18297650,HR,0.9416543841362,17412079,0.9402890801429749
ALTEN,senior talent acquisition specialist,18297650,HR,0.9220293760299683,HR,24184357,HR,0.9155288934707642,13879043,0.9154129028320312
American Express,recruiter,18171955,SALES,0.9640496969223022,BANKING,18208580,SALES,0.9629596471786499,59422148,0.9617366194725037
YWCA Columbus,chief executive officer,21796843,BANKING,0.9582274556159973,AUTOMOBILE,91515108,HR,0.9489850401878357,27165830,0.9480534791946411
Platform Partners,marketing visionary,28423028,HEALTHCARE,0.9640934467315674,HEALTHCARE,60624892,HEALTHCARE,0.9633054733276367,33803142,0.9623274803161621
Home For Families,marketing specialist,30344127,APPAREL,0.9070960283279419,DIGITAL-MEDIA,11677012,PUBLIC-RELATIONS,0.9046125411987305,27257013,0.9014726281166077
Caesars Entertainment,coordinator marketing,36366044,CHEF,0.933322548866272,ARTS,21060367,ARTS,0.9331285953521729,36019469,0.9305797219276428
FleetCor,digital marketing specialist remote,80679862,DIGITAL-MEDIA,0.9416808485984802,DIGITAL-MEDIA,22706174,DIGITAL-MEDIA,0.9373905658721924,18354623,0.9355719685554504
porkbun,marketing content specialist remote,13837784,DIGITAL-MEDIA,0.9570592045783997,ARTS,16887936,HEALTHCARE,0.9562548995018005,85421438,0.9560452103614807
BDS Marketing,full time digital marketing specialist columbus oh,80679862,DIGITAL-MEDIA,0.959854006767273,DIGITAL-MEDIA,22706174,HEALTHCARE,0.9592925906181335,85421438,0.9542738199234009
Sykes,customer service representative,14508237,AUTOMOBILE,0.9465126991271973,HEALTHCARE,64471954,SALES,0.9448762536048889,55477468,0.9432402849197388
Macys--Remote,customer service representative,29865476,DESIGNER,0.9459286332130432,ADVOCATE,13909762,ADVOCATE,0.9445436596870422,54067174,0.9425272345542908
Test Company,test position,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
"Chewy  Phoenix, AZ Remote",customer service representative,14508237,AUTOMOBILE,0.9629622101783752,PUBLIC-RELATIONS,26127853,ADVOCATE,0.9581583142280579,35474904,0.9581077098846436
Dynamic Gymnastics,coach,70603826,FITNESS,0.9196125268936157,FITNESS,19037403,FITNESS,0.9137857556343079,24444525,0.9103885293006897
"Honors Holdings, LLC",fitness coach,28669770,FITNESS,0.959428071975708,HEALTHCARE,15636923,FITNESS,0.9566928744316101,24251588,0.9548434019088745
Onelife Fitness,strength conditioning coach job onelife fitness fall,15636923,HEALTHCARE,0.9573832750320435,FITNESS,28669770,ADVOCATE,0.9547315835952759,14064815,0.9510893225669861
Bread Financial,fraud representative,34594746,HEALTHCARE,0.9517890810966492,HR,27847081,HR,0.945885956287384,24508725,0.9442430734634399
Choice Recovery,marketing director,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
Blue Frog Solutions | Marketing Agency,html wordpress developer,83816738,INFORMATION-TECHNOLOGY,0.9034954309463501,INFORMATION-TECHNOLOGY,20674668,AVIATION,0.8996213674545288,12144825,0.8940238952636719
Swifty Web Agency,wordpress developer,29134721,SALES,0.9295521378517151,INFORMATION-TECHNOLOGY,28126340,AGRICULTURE,0.9242346286773682,62994611,0.9238689541816711
Shopcanal,e commerce strategist,33141415,CONSTRUCTION,0.9316068291664124,CONSULTANT,15602094,SALES,0.9313685894012451,29134721,0.9295549392700195
Tesla,data entry clerk,22925443,ACCOUNTANT,0.9345737099647522,INFORMATION-TECHNOLOGY,22450718,HR,0.9307072162628174,27847081,0.9301974773406982
Work From Home Toward Jobs,data entry clerk,34745915,TEACHER,0.9425306916236877,SALES,14267489,APPAREL,0.9420271515846252,17659053,0.9419657588005066
Explore Job Search,data entry clerk,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
Wild Horse Remote Jobs,data entry clerk,41910253,HEALTHCARE,0.9381470084190369,HR,27847081,HEALTHCARE,0.9321854114532471,34594746,0.9308096170425415
Visron Technical LLC,data entry specialist,14449423,ACCOUNTANT,0.9469864368438721,BANKING,54421668,BANKING,0.9467299580574036,25780596,0.946364164352417
SimplyInsured,data entry clerk,73448369,ADVOCATE,0.922667384147644,BPO,45077654,ADVOCATE,0.910963773727417,17847636,0.9105297327041626
Kelly Services,data entry brecksville,15717923,FINANCE,0.8658400774002075,BANKING,25080805,ACCOUNTANT,0.8635262846946716,98559931,0.8635231852531433
Brooklyn Legal Services Corporation A,attorney brooklyn ny,13855004,TEACHER,0.7824313044548035,ENGINEERING,11890896,TEACHER,0.7720469236373901,58105060,0.7710222005844116
Yorkson Legal,landlord tenant attorney,18155310,HR,0.8924586772918701,HR,14640322,AUTOMOBILE,0.8900823593139648,15100547,0.8899574279785156
"Connors And Sullivan Attorneys At Law, PLLC",litigation general commercial attorney brooklyn ny,15100547,AUTOMOBILE,0.9210709929466248,APPAREL,26098594,CONSULTANT,0.9208689332008362,10332998,0.909993588924408
Brooklyn Legal Services Corporation a,program director supervising attorney,24184357,HR,0.9440861940383911,TEACHER,27531694,HR,0.9434767961502075,18155310,0.9431607127189636
New York City Department of Finance,enforcement attorney,15100547,AUTOMOBILE,0.9419351816177368,SALES,17781039,CONSTRUCTION,0.9362388253211975,21782152,0.9361400604248047
CAMBA,attorney camba legal service brooklyn,26098594,APPAREL,0.9130698442459106,AUTOMOBILE,15100547,ADVOCATE,0.9115391373634338,28635795,0.904910683631897
Brooklyn Defender Services,attorney brooklyn ny,17730889,BUSINESS-DEVELOPMENT,0.8924334049224854,ADVOCATE,35474904,HEALTHCARE,0.8875449895858765,34594746,0.887450098991394
Access Justice Brooklyn,staff attorney,14064815,ADVOCATE,0.9436299204826355,BANKING,33370664,ADVOCATE,0.9421137571334839,24588864,0.9411002397537231
FOOD IN MOTION INC.,sale marketing specialist,26278597,BUSINESS-DEVELOPMENT,0.8746530413627625,SALES,29928796,ARTS,0.8706107139587402,17694454,0.870087206363678
JPMorgan Chase,u sale marketing consumer specialist executive director,69181350,CONSULTANT,0.9438231587409973,BANKING,18208580,BANKING,0.9373194575309753,18805506,0.9365000128746033
Prodigy Acquisitions,sale marketing specialist,35302620,FITNESS,0.9578309059143066,HR,26780935,PUBLIC-RELATIONS,0.9560959339141846,11902276,0.9534042477607727
"Thom Browne, Inc.",marketing specialist,28939941,ACCOUNTANT,0.9623522162437439,HR,27847081,HR,0.9523765444755554,18297650,0.9521520137786865
The Trade Desk,senior sale marketing specialist programmatic,28939941,ACCOUNTANT,0.9556588530540466,BUSINESS-DEVELOPMENT,29825044,BUSINESS-DEVELOPMENT,0.9509297013282776,59696315,0.9495872259140015
ROSE,sale marketing coordinator,16276121,DIGITAL-MEDIA,0.953723132610321,ARTS,21867728,DIGITAL-MEDIA,0.9517772793769836,22706174,0.9505780339241028
Healthfirst,marketing specialist,28939941,ACCOUNTANT,0.938332200050354,TEACHER,66683238,HR,0.9352800846099854,18297650,0.9330102801322937
Pragma,growth marketing specialist,16276121,DIGITAL-MEDIA,0.9486492872238159,ACCOUNTANT,28939941,DIGITAL-MEDIA,0.9481386542320251,80679862,0.9475114345550537
Design Resources Group Architects AIA,marketing coordinator,89740812,AGRICULTURE,0.9369795322418213,DESIGNER,44145704,ACCOUNTANT,0.9288824200630188,28939941,0.9287258386611938
iDesign Marketing Group,social medium manager,24544244,AVIATION,0.920677900314331,ADVOCATE,22391901,FITNESS,0.9191246628761292,28669770,0.9189205169677734
VirtualVocations,email marketing specialist,27419236,DIGITAL-MEDIA,0.8716874122619629,DIGITAL-MEDIA,12085736,DIGITAL-MEDIA,0.8711409568786621,80679862,0.8710389137268066
Promise Care NJ,pharmacy marketing representative,28939941,ACCOUNTANT,0.9379634261131287,BANKING,17189156,TEACHER,0.9379472136497498,66683238,0.9366481304168701
MedCerts,career coach remote,66683238,TEACHER,0.9515247941017151,ADVOCATE,37348041,ARTS,0.9501814842224121,36019469,0.9481481313705444
Springboard,career coach waitlist part time contract u remote,13520837,HR,0.9574991464614868,HR,18297650,TEACHER,0.9484214782714844,99244405,0.947770357131958
Rora (Formerly Ralph),career advisor career coach,18297650,HR,0.9427188038825989,ADVOCATE,37348041,HR,0.9426209330558777,13520837,0.9400517344474792
App Academy,career coach alumnus talent service,13520837,HR,0.9492383599281311,HR,18297650,TEACHER,0.9472253322601318,66683238,0.9459585547447205
Medcerts,career coach remote,66683238,TEACHER,0.9596161246299744,TEACHER,99244405,HR,0.9558935761451721,18297650,0.9522298574447632
Ancora Education,career service coach remote full time,37348041,ADVOCATE,0.9442510008811951,TEACHER,86597425,HR,0.9418593049049377,18297650,0.9406772255897522
Placement,career coach,37348041,ADVOCATE,0.9299845099449158,FITNESS,20279756,FITNESS,0.920176088809967,70603826,0.9168722629547119
Pathrise,career coach remote accepted,37348041,ADVOCATE,0.9375061392784119,TEACHER,66683238,HR,0.9357843995094299,18297650,0.9325279593467712
Punchh,technical support agent remote,22450718,INFORMATION-TECHNOLOGY,0.9529641270637512,INFORMATION-TECHNOLOGY,46260230,ARTS,0.9481627345085144,83338413,0.9477801322937012
Genesis Digital LLC,remote technical support agent,35474904,ADVOCATE,0.9659026861190796,AUTOMOBILE,14508237,SALES,0.9616267681121826,29134721,0.960990846157074
Alorica,technical support representative work home,83338413,ARTS,0.9423509836196899,INFORMATION-TECHNOLOGY,25207620,INFORMATION-TECHNOLOGY,0.9417914152145386,25905275,0.9393888115882874
Salesloft,technical support agent remote,83338413,ARTS,0.922204852104187,HEALTHCARE,34594746,CONSULTANT,0.9163975119590759,11020140,0.9120595455169678
ExecOnline,part time technical support agent remote,29134721,SALES,0.9545173048973083,ACCOUNTANT,28939941,ARTS,0.9527691602706909,83338413,0.9521410465240479
Live Your Message,customer support agent remote,35474904,ADVOCATE,0.9549943804740906,ACCOUNTANT,28939941,HR,0.9519808292388916,13520837,0.951496422290802
Altoida,technical support agent remote ct mt pt usa,35474904,ADVOCATE,0.959663450717926,HEALTHCARE,34594746,BANKING,0.9586744904518127,38897568,0.9580416083335876
Minerva Project,technical support agent remote,29134721,SALES,0.9289430975914001,CHEF,23591247,TEACHER,0.9272844791412354,66683238,0.9267697334289551
"Solera, Inc.",tech support agent remote u,14508237,AUTOMOBILE,0.9534517526626587,HEALTHCARE,34594746,AVIATION,0.9473261833190918,24544244,0.9467882513999939
University Hospitals Careers,clinical educator part time,12613221,HEALTHCARE,0.9190744757652283,HEALTHCARE,60624892,TEACHER,0.9189529418945312,20399718,0.9180881381034851
Cleveland Clinic,perioperative educator,15958967,ADVOCATE,0.9272595643997192,TEACHER,20399718,HEALTHCARE,0.9225265979766846,12613221,0.9160009622573853
Soliant,special education teacher 2022 2023 school year,17481570,TEACHER,0.9407004117965698,ADVOCATE,18725071,TEACHER,0.9352412819862366,33704389,0.933284342288971
KinderCare Education,teacher alpha park kindercare,27524018,TEACHER,0.9410347938537598,TEACHER,27531694,TEACHER,0.9401406049728394,35421497,0.939454972743988
"The Renaissance Network, Inc.",k 12 director educational partnership northeast remote 1931,14070138,BUSINESS-DEVELOPMENT,0.9513868689537048,SALES,18368613,BUSINESS-DEVELOPMENT,0.950563371181488,27850777,0.9486474394798279
Smith and Hartman Performance Group,remote education advocate,26127853,PUBLIC-RELATIONS,0.9439460039138794,SALES,29134721,ARTS,0.9437338709831238,16887936,0.9425974488258362
Abiomed,cardiology clinical educator cleveland,16356151,HEALTHCARE,0.9268839955329895,ADVOCATE,46772262,ACCOUNTANT,0.9255494475364685,80053367,0.9236893057823181
MKTG,brand educator cleveland ohio remote,54308684,APPAREL,0.9551063776016235,DESIGNER,11958994,CONSULTANT,0.9549537897109985,80527194,0.9487169981002808
UC San Diego Medical Center,senior project manager,17407184,ACCOUNTANT,0.9604048728942871,CONSULTANT,11415967,HEALTHCARE,0.9603230357170105,60624892,0.9598900675773621
Globalization Partners,project manager,29134721,SALES,0.9573168754577637,BPO,13964744,ARTS,0.9556387066841125,21867728,0.9510037899017334
San Diego State University,project manager,36019469,ARTS,0.9431359171867371,HR,39970711,HEALTHCARE,0.9424026608467102,29134372,0.9418057203292847
Forward Slope Inc.,project manager,21038022,ENGINEERING,0.9565200209617615,INFORMATION-TECHNOLOGY,27485716,SALES,0.9540071487426758,29134721,0.9533469080924988
