Job Description Index,Company Name,Position Title,Top_1_Resume_ID,Top_1_Similarity,Top_2_Resume_ID,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
254,Code3,Ecommerce Account Manager,59696315,0.8997437,13727873,0.88396627,26173524,0.8785548
255,Experian,Manager ecommerce,25162378,0.904864,21867728,0.90170753,88907739,0.9007833
256,Quadient,Remote Customer Service Representative,25905275,0.8625496,35474904,0.85018575,14267489,0.84443116
257,Regular,Bilingual Spanish CUSTOMER SERVICE REPRESENTATIVE Work From Home...,34594746,0.918868,12504278,0.9163928,35474904,0.9123355
258,SupportNinja,Customer Service Representative L2 (Work-At-Home),17095812,0.90577114,35474904,0.8919122,26530696,0.891504
259,Upwork,Customer Service Representative,24544244,0.8104997,17189156,0.7647927,31556198,0.7599361
260,DFIN,Customer Service Representative - (1st Shift) - Remote,28939941,0.8341086,34303500,0.82960135,18557164,0.81670725
261,American Income Life Insurance Company,Customer Service Representative / Remote,35474904,0.90702426,17189156,0.9018097,12504278,0.89384985
262,Moen,Part-Time Customer Service Representative (Remote),17189156,0.8486208,24544244,0.83348066,41910253,0.8245778
263,Conduent,Remote Customer Service Associate,35474904,0.84288776,12504278,0.8336285,34594746,0.8260216
264,Randstad USA,Work From Home Customer Service Representative,35474904,0.85009384,55097118,0.84650326,12504278,0.83788633
265,Volt,Talent Acquisition Specialist / Recruiter,18297650,0.94508106,13879043,0.89390075,17412079,0.8921631
266,"Cprime, Inc",Talent acquisition recruiter,18297650,0.878417,28939941,0.8142262,13879043,0.79339063
267,Conexess Group,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...,18297650,0.91436124,41523474,0.8553021,28939941,0.85165346
268,Southcoast Health,Talent Acquisition Advisor (Healthcare)   REMOTE,18297650,0.9081539,41523474,0.8529341,13879043,0.8362448
269,ACL Digital,Talent Acquisition Specialist,29134721,0.8057307,32965335,0.7688937,21038022,0.7562266
270,ASML,Talent Acquisition Manager,18557164,0.82945657,18297650,0.8267251,16237710,0.81630987
271,ALTEN,Senior Talent Acquisition Specialist,18297650,0.8561089,13879043,0.82085425,17412079,0.814396
272,American Express,Recruiter,25162378,0.9313692,18208580,0.9313375,11902276,0.9158783
273,YWCA Columbus,Chief Executive Officer,18557164,0.86357933,21796843,0.8589384,91197243,0.85639644
274,Platform Partners,Marketing Visionary,60624892,0.88181376,39970711,0.8581424,17624934,0.8488573
275,Home For Families,Marketing Specialist,81508860,0.7851107,91197243,0.7652413,36671891,0.76492745
276,Caesars Entertainment,COORDINATOR - MARKETING,34303500,0.79967886,18557164,0.78473866,59962788,0.7810216
277,FleetCor,Digital Marketing Specialist (REMOTE),80679862,0.8625482,16893572,0.86198545,13837784,0.8587829
278,porkbun,Marketing Content Specialist (Remote),80679862,0.8922373,18354623,0.8804051,13837784,0.87883115
279,BDS Marketing,"Full Time Digital Marketing Specialist - Columbus, OH",80679862,0.9111948,18354623,0.8862782,21867728,0.88139164
280,Sykes,Customer Service Representative,35474904,0.8350007,33370664,0.82017916,14064815,0.815987
281,Macys--Remote,Customer Service Representative ,35474904,0.886922,12504278,0.8785023,64471954,0.8567957
282,Test Company,Test position,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
283,"Chewy  Phoenix, AZ Remote",Customer Service Representative,35474904,0.88754,12504278,0.8782537,41910253,0.86627877
284,Dynamic Gymnastics,Coach,66683238,0.77791405,53265899,0.7466868,13411858,0.74490476
285,"Honors Holdings, LLC",Fitness Coach,24994145,0.8753104,24251588,0.8748742,10816645,0.8740798
286,Onelife Fitness,Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...,28669770,0.8408793,24588864,0.8353583,33370664,0.83231175
287,Bread Financial,Fraud Representative,35474904,0.8758279,34594746,0.85331964,12504278,0.852131
288,Choice Recovery,Marketing Director,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
289,Blue Frog Solutions | Marketing Agency,HTML and Wordpress Developer,26790545,0.8428854,62994611,0.8334936,41152404,0.83317804
290,Swifty Web Agency,Wordpress Developer,29196643,0.7912064,28126340,0.7692192,29134721,0.7677095
291,Shopcanal,E-commerce Strategist,85101052,0.84695613,51588273,0.83241266,12144825,0.82015145
292,Tesla,Data Entry Clerk,59777056,0.85041285,22925443,0.8463709,27847081,0.8354018
293,Work From Home Toward Jobs,Data Entry Clerk,12334140,0.7746085,26127853,0.75756025,35474904,0.7530778
294,Explore Job Search,Data Entry Clerk,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
295,Wild Horse Remote Jobs,Data Entry Clerk,41910253,0.8795419,28745844,0.83175385,24544244,0.8250507
296,Visron Technical LLC,Data Entry Specialist,28989677,0.84916663,17189156,0.8398851,35474904,0.83599067
297,SimplyInsured,Data Entry Clerk,73448369,0.8434603,25749150,0.808265,23918545,0.8050268
298,Kelly Services,Data Entry - Brecksville,27018361,0.72172713,98559931,0.71886134,20925036,0.71411806
299,Brooklyn Legal Services Corporation A,"Attorney in Brooklyn, NY",29926588,0.6873174,76010167,0.6742146,24983760,0.5677254
300,Yorkson Legal,Landlord Tenant Attorney,28745844,0.73358184,21782152,0.72547585,24508725,0.72129637
301,"Connors And Sullivan Attorneys At Law, PLLC","Litigation - General/Commercial Attorney in Brooklyn, NY",89049979,0.6691065,23573064,0.6180797,29134372,0.6160618
302,Brooklyn Legal Services Corporation a,Program Director / Supervising Attorney,29134372,0.82617927,23573064,0.82074094,24184357,0.81392837
303,New York City Department of Finance,Enforcement Attorney,15100547,0.79469335,24508725,0.7946666,21782152,0.7879679
304,CAMBA,"Attorney, CAMBA Legal Services, Brooklyn",24588864,0.7560419,20604208,0.7351899,24508725,0.7287215
305,Brooklyn Defender Services,"Attorney in Brooklyn, NY",24508725,0.8134766,33370664,0.7981913,37374340,0.79551065
306,Access Justice Brooklyn,Staff Attorney,24588864,0.8425647,20604208,0.8196788,33370664,0.80081797
307,FOOD IN MOTION INC.,Sales And Marketing Specialist,18297650,0.7630186,28939941,0.7510942,13727873,0.7471247
308,JPMorgan Chase,US Sales & Marketing - Consumer Specialist - Executive Director,69181350,0.8340572,28939941,0.79035324,18208580,0.7808732
309,Prodigy Acquisitions,Sales & Marketing Specialist,18171955,0.88301075,18557164,0.8801228,28939941,0.8738024
310,"Thom Browne, Inc.",Marketing Specialist,28939941,0.9074429,25162378,0.8787546,29825044,0.8734096
311,The Trade Desk,Senior Sales Marketing Specialist (Programmatic),29825044,0.9204159,28939941,0.896134,25162378,0.8890512
312,ROSE,Sales and Marketing Coordinator,21867728,0.8992815,25162378,0.8983753,16276121,0.88634443
313,Healthfirst,Marketing Specialist,28939941,0.8558436,29825044,0.82253027,21867728,0.80687875
314,Pragma,Growth Marketing Specialist,80679862,0.872465,25162378,0.87034094,69181350,0.86179364
315,Design Resources Group Architects AIA,Marketing Coordinator,29825044,0.8266945,28939941,0.81993926,89740812,0.81832594
316,iDesign Marketing Group,Social Media Manager,28939941,0.7951228,34303500,0.7817477,99244405,0.77147305
317,VirtualVocations,Email marketing specialist,80679862,0.8537942,28939941,0.84716123,18354623,0.83395916
318,Promise Care NJ,Pharmacy Marketing Representative,28939941,0.87111187,34303500,0.8421822,11902276,0.83379185
319,MedCerts,Career Coach (Remote),66683238,0.8416884,12467531,0.78727627,21868149,0.78233945
320,Springboard,Career Coach Waitlist (Part-time/Contract/US Remote),18297650,0.86625576,28939941,0.8595762,99244405,0.8533791
321,Rora (Formerly Ralph),Career Advisor (Career Coach),18297650,0.86917186,18557164,0.8642687,41523474,0.8486476
322,App Academy,"Career Coach, Alumni Talent Services",24508725,0.8358342,16877897,0.82154083,13520837,0.8145342
323,Medcerts,Career Coach (Remote),66683238,0.86215115,12467531,0.8117784,86597425,0.8017366
324,Ancora Education,Career Services Coach-Remote Full Time,18297650,0.84889627,41523474,0.8470153,59962788,0.82840556
325,Placement,Career Coach,17911230,0.7685948,29926588,0.7634204,21663616,0.7373667
326,Pathrise,Career Coach (Remote Accepted),18557164,0.8474153,28939941,0.84624964,37348041,0.84203565
327,Punchh,Technical Support Agent (Remote),25207620,0.83569413,29134721,0.80195826,24038620,0.8016101
328,Genesis Digital LLC,Remote Technical Support Agent,12504278,0.89624655,35474904,0.8945473,17189156,0.881379
329,Alorica,Technical Support Representative - Work from Home!,25207620,0.8351679,83338413,0.79439443,57706851,0.77492476
330,Salesloft,Technical Support Agent (Remote),25207620,0.8284554,11020140,0.79006016,21125113,0.78206503
331,ExecOnline,Part-Time Technical Support Agent (Remote),29134721,0.8764568,21125113,0.8669256,24038620,0.855654
332,Live Your Message,Customer Support Agent (remote),12504278,0.8560082,35474904,0.8506193,17189156,0.8411275
333,Altoida,Technical Support Agent (Remote CT/MT/PT USA),18365443,0.88077056,13964744,0.8743322,24038620,0.8718108
334,Minerva Project,Technical Support Agent (Remote),29134721,0.76587766,57706851,0.7638559,21125113,0.75689936
335,"Solera, Inc.",Tech Support Agent - Remote US,34594746,0.8231517,35474904,0.82263017,25905275,0.8168179
336,University Hospitals Careers,Clinical Educator Part Time,29926588,0.8094181,77266989,0.79874617,12613221,0.78853524
337,Cleveland Clinic,Perioperative Educator,15958967,0.8222959,77266989,0.8073896,29746235,0.80573976
338,Soliant,Special Education Teacher 2022/2023 School Year,33704389,0.83392394,18725071,0.82154655,12341902,0.804283
339,KinderCare Education,Teachers at Alpha Park KinderCare,18752129,0.861443,79663360,0.8586727,19786924,0.84993875
340,"The Renaissance Network, Inc.","K-12 Director of Educational Partnerships, Northeast - Remote #1931",13386301,0.8620676,14070138,0.8602108,18208580,0.85927856
341,Smith and Hartman Performance Group,Remote Education Advocate,80679862,0.8466093,18354623,0.8271003,16276121,0.8221269
342,Abiomed,Cardiology Clinical Educator - Cleveland,16356151,0.86589944,41910253,0.8298179,43994605,0.8244102
343,MKTG,"Brand Educator - Cleveland, Ohio (Remote)",58428843,0.8364523,21856577,0.83478767,37735467,0.83023655
344,UC San Diego Medical Center,Senior Project Manager,19364677,0.86301684,15721849,0.86261237,11415967,0.85177183
345,Globalization Partners,Project Manager,51724595,0.8635148,13964744,0.8590742,13575312,0.8559091
346,San Diego State University,Project Manager,59962788,0.84228766,39970711,0.8348476,41523474,0.82225955
347,Forward Slope Inc.,Project Manager,29134721,0.87673485,27485716,0.8767277,24038620,0.8684002
348,"VSV WINS, INC",Remote Project Manager,24038620,0.790117,29134721,0.7866453,11020140,0.7843399
349,BAE Systems,Project Manager/Ship Manager,15721849,0.8494025,24322804,0.8487376,45475027,0.8455676
350,"Intelliswift Software, Inc.","Remote - Release Project Manager - San Diego, CA or North Carolina",29134721,0.8833161,32965335,0.86465263,57364820,0.85887337
351,What Goes Around Comes Around,Sales Associate,36970996,0.9189799,17189156,0.9021648,13352113,0.89921904
352,Fourth Floor,Sales Associate – Luxury Brand in NYC!,37735467,0.9222533,21856577,0.9211854,25547145,0.90152335
353,Macys,"Manager, Sales and Customer Service",41910253,0.92420113,24544244,0.9114102,17189156,0.8819055
354,Home Depot,Customer Service/Sales,21856577,0.87337416,17876954,0.8696116,17704246,0.8633847
355,BENCO NEW YORK,Sales And Marketing Representative,29552167,0.8616027,40088790,0.8523334,11902276,0.84451246
356,ON THIS DAY,Sales Professional,28939941,0.8407918,29552167,0.82671744,11902276,0.8253813
357,Gaf,Sales Service Representative,28939941,0.8928392,18208580,0.87060976,25162378,0.86185145
358,Drybar Shops,Sales Associate / Customer Service Representative,25905275,0.85815924,24544244,0.8541409,17189156,0.8463312
359,Career-Coach Services ,Career Coach Counselor,29926588,0.7775422,21868149,0.7333987,21663616,0.7293478
360,"Placement, Inc",Career Coach,18297650,0.8656882,28939941,0.8501431,41523474,0.8499461
361,Hope Pay,Remote Work from Home Part Time Data Entry - Entry Level,14267489,0.75478935,22925443,0.75425005,20918464,0.75185513
362,NuVasive,"Sales Associate (Providence, RI)",41910253,0.87296844,28745844,0.8672552,25905275,0.86552006
363,Symmetry Financial Group,Sales Representative / Sales Associate,24544244,0.8234936,17189156,0.81325424,35302620,0.80783904
364,Showcase,Sales Associates- Providence Place,36970996,0.9137226,17189156,0.8831059,29928796,0.87998915
365,Totally pagoda,"Sales Associate Totally Pagoda,Providence Place Mall",17189156,0.8281324,24544244,0.8189577,12504278,0.8088684
366,Journeys,Part-Time Sales Associate,17189156,0.85141516,24544244,0.833738,12504278,0.83133894
367,West Marine,Sales Associate,12504278,0.84474707,36970996,0.8412077,17189156,0.84077704
368,Boscov's Department Store,Sales Associate- FT,11958994,0.9067841,36970996,0.906657,29865476,0.9060279
369,Match Group,Software Engineer (Remote),29134721,0.8723886,32965335,0.8538314,26790545,0.8446958
370,Applied Insight LLC,Remote Software Developer (Remote),29134721,0.8220016,24038620,0.79826295,28126340,0.7967541
371,Windstream,Software Engineer I ( 100% Remote),85101052,0.8493989,37242217,0.841226,41152404,0.84084016
372,Climb Credit,Software Engineer (remote),78016758,0.85075814,60489316,0.84892,29134721,0.8367064
373,CyberCoders,Senior / Lead Software Engineer (Remote),29134721,0.8451126,11813872,0.8262513,60489316,0.8226832
374,Citrix,Senior Software Engineer -  Virtualization Group - (Remote),29134721,0.8689373,60489316,0.8641239,51724595,0.8625583
375,Segrera Associates,Senior Full Stack Software Engineer- Remote,60489316,0.8862246,13964744,0.8662236,51724595,0.8628526
376,USAA,Java Software Engineer - Mid Level (REMOTE),32965335,0.8471293,29134721,0.82077426,25207620,0.817952
377,Mizuho,Biotech Equity Research Associate,28939941,0.8722416,69181350,0.86497146,18297650,0.8260473
378,Teaneck Public Schools,Art Teacher,12386670,0.8425398,24983760,0.8394413,18979238,0.8095916
379,TDC,Senior graphic designer,26046064,0.79545045,29825044,0.7897547,21283733,0.78553873
380,HealthCare Support,Remote RN Case Manager,16356151,0.7880399,37374340,0.7856716,43994605,0.76695377
381,Cityblock Health,RN Case Manager- REMOTE,37374340,0.89096916,16121387,0.8846457,33370664,0.87508225
382,Centene Corporation,Case Manager I - Remote,69336473,0.8872661,22485475,0.85354173,15727656,0.8501872
383,HMA,Remote Case Manager II,23617240,0.8781228,77266989,0.85953283,38860712,0.8570184
384,Piper Companies,"Case Manager, RN - Remote",12613221,0.8426815,46772262,0.83530146,77266989,0.834151
385,Symetra Life Insurance Company,Associate New Business Case Manager - Remote,29297393,0.8944002,77439230,0.8717704,91051945,0.8699789
386,MassMutual,DI Case Manager - 100% remote US,41910253,0.9069263,17189156,0.86372954,21809601,0.85678625
387,Highmark Wholecare,Medical Case Manager - (Remote),14062078,0.83575344,95350373,0.83361006,34962725,0.83116466
388,Dollar General,Sales Associate,49475708,0.86928135,11677077,0.86823314,23782450,0.8621322
389,Bath & Body Works,Sales Associate-COLONY SQUARE MALL,29928796,0.80094355,17189156,0.7963647,31225895,0.77925396
390,Certified Oil,Retail Sales Associate,29992154,0.8511988,21595057,0.84720707,34252537,0.84611607
391,Five Below,Sales Associate,17704246,0.8286038,54421668,0.8213731,18198627,0.8134184
392,rue21,"Part Time Sales - Zanesville, OH",17189156,0.79496187,24544244,0.75987613,33370664,0.7540249
393,KOHLS,Part-Time Retail Sales Associate,17189156,0.9016931,21809601,0.88962036,24544244,0.8870871
394,choice recovery example,coach,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
395,YAI,Therapeutic Coach Team Lead,11480899,0.81652045,16877897,0.81119907,32896934,0.7992257
396,Orthodox Union,Direct Support Professional/Job Coach,16877897,0.7666654,28669770,0.76260865,24508725,0.7537819
397,Angott Search Group,Human Resources Director,39970711,0.86357915,59962788,0.8625412,13879043,0.8428386
398,Total Quality Logistics,Human Resources Manager,34740556,0.9077792,24508725,0.90752316,20993320,0.8932589
399,Jostin Construction,Director human resources,39970711,0.8414713,28175164,0.8248893,18557164,0.8233173
400,Greater Cincinnati Foundation,"Director, Human Resources",13879043,0.895402,17412079,0.8928149,18557164,0.8840052
401,"Menard, Inc",Human Resource Coordinator,16877897,0.8659195,11480899,0.8645222,11152490,0.8642381
402,Crane Co.,"HR Director, Americas",32308556,0.85426176,23510685,0.8463658,18557164,0.8437023
403,Aveda Institutes,Human Resources Generalist,24508725,0.889884,24184357,0.8787518,16877897,0.87811744
404,strategic HR inc.,Customer Channel Service Representative,41910253,0.87549865,35474904,0.8718295,12504278,0.84632814
405,Shake Shack,Construction Project Manager - Remote,12826414,0.89227456,19364677,0.88637275,15721849,0.8838976
406,Barry-Wehmiller Design Group,(3) Construction Project Managers (Remote) (industrial structures),22718826,0.89812225,15721849,0.896329,32773331,0.8809912
407,Scandinavian Tobacco Group,Construction Project Manager (Remote),32773331,0.8595941,22718826,0.8587481,25656981,0.8560957
408,CircusTrix,Construction Project Manager (Remote),32773331,0.9033865,16203589,0.8926629,22718826,0.8811803
409,The Emily Program,Construction Project Manager - Remote,19364677,0.87847924,32773331,0.87740505,16203589,0.8730279
410,Cushman & Wakefield,"Project Manager, Construction Manager (Remote), Project ...",19364677,0.88960123,15721849,0.88338923,45475027,0.8621346
411,Raymond Search Group,REMOTE FLEX - Construction Project Manager,16877897,0.8267273,23573064,0.80739033,27847081,0.7988613
412,CBRE,"Construction Project Manager- (Remote in Detroit, Cleveland, or...",11415967,0.853875,32773331,0.85144144,19364677,0.8512022
413,Blackrock,Real Estate Investment Management Associate (Monsey),15363277,0.7951388,32308556,0.78726125,16237710,0.784979
414,Creative Financial Staffing (CFS),Senior Financial Analyst,13964744,0.7719859,93459677,0.763944,18365443,0.76311374
415,Optm,"Sr. Software Engineer, Networking (Remote)",24038620,0.8420466,12472574,0.84132993,41152404,0.8400972
416,GitHub,GRC Product Risk Analyst (Remote),13964744,0.91509396,29134721,0.9139855,18365443,0.87261736
417,"NITYA Software Solutions, Inc.",Windows Packaging Engineer,35389360,0.8474369,41152404,0.84697604,22890839,0.83794576
418,Tempus,Engineering Lead - Analytics Platform,29134721,0.86545026,13964744,0.8610378,60489316,0.8519341
419,"Holman Frenia Allison, PC","Holman Frenia Allison, PC Hiring for Audit Staff Accountant Job at...",23513618,0.8701836,28969385,0.86643034,18731098,0.86388135
420,Church & Dwight Careers,Accounting Clerk,20918464,0.8646708,20253563,0.8086251,59777056,0.79429495
421,First Commerce Bank,"Senior Accountant, Banking (Lakewood)",28969385,0.91858804,23513618,0.91023964,37370455,0.9062322
422,Spherion,Audit Staff Accountant,28969385,0.88041615,23513618,0.8745166,18731098,0.8729719
423,Beech Valley Solutions,"Assurance Senior, Public Accounting",16237710,0.82202244,18208580,0.7967279,84356308,0.786208
424,Vita Healthcare Group,Accountant,20918464,0.88181674,18731098,0.8806727,25330083,0.8794166
425,Robert Half Accountemps,Accountant,28969385,0.8702034,24833063,0.8657367,24670867,0.86213
426,Resource Solutions,Business Development Specialist,13964744,0.86868334,29134721,0.84251714,18365443,0.8393053
427,Care365 Homecare,Business Development Associate,28939941,0.8369175,12955994,0.8173709,59696315,0.8119612
428,Stand 8 Technology Services,Business Development Manager - Talent and Technology Solutions,28939941,0.8735882,18297650,0.8698901,34303500,0.8357549
429,City Wide Facility Solutions,Business Development Specialist,34303500,0.8675755,10501991,0.85734224,36366044,0.8524488
430,First Solar,Business Development & Sales Analyst II,28939941,0.90949416,69181350,0.89804745,25162378,0.8895162
431,European Recruitment,Business Development Manager (Monsey),25162378,0.8941541,18208580,0.88836956,29825044,0.8880643
432,GLG,Manager Business Development,59696315,0.8883574,28939941,0.8810146,11902276,0.86926705
433,Carta,Business Development Manager Private Equity,69181350,0.8556594,95382114,0.8318689,13313917,0.8299294
434,Direct TV,Sr Manager - Business Development,80527194,0.83928645,25162378,0.82353866,19557384,0.81584823
435,Legal Marketing And Staffing,Information Technology System Administrator,10839851,0.86165965,26071861,0.83776915,35389360,0.8316518
436,TPD® Workforce & HR Solutions,"Systems Administrator, IT (Brooklyn, NY)",39413067,0.8783686,14593060,0.8762984,38457612,0.8757959
437,Vera Institute of Justice,"Systems Administrator, IT (Brooklyn, NY)",25207620,0.82263875,24038620,0.8012142,29134721,0.7823552
438,"Core BTS, INC.",Network and Systems Administrator (On-Site ~ NOT REMOTE),17641670,0.92249656,14593060,0.89850426,10839851,0.8904071
439,Dwight School,Network and Systems Administrator,10839851,0.8799257,25959103,0.87166065,39413067,0.87050754
440,Corning Federal Credit Union,It Systems Administrator Ii,11020140,0.7989105,29134721,0.7762857,39413067,0.7755538
441,Marcus & Millichap,Network Systems Admin,10089434,0.9024842,14593060,0.900247,27902692,0.89455533
442,Brooklyn Public Library,Systems Administrator,52618188,0.88450813,27847081,0.8594315,38897568,0.85695946
443,AHRC New York City,Systems Administrator,17641670,0.89117897,14593060,0.8907172,39413067,0.89053863
444,TBC Retail Group,Regional Sales Manager,18208580,0.84278435,60624892,0.8378208,19557384,0.8372413
445,AM Retail Group - Karl Lagerfeld Paris,Assistant Sales Manager - Full Time,28939941,0.86577606,18557164,0.8551848,34303500,0.8539955
446,Work With Your Handz,Service Manager,11183737,0.8519285,28745844,0.8442024,11773767,0.8439919
447,ProActivate,Regional Sales Manager,18208580,0.7746264,10329506,0.7697851,25162378,0.7609215
448,Syntax Systems Ltd,"Regional Sales Director, SAP - NE - United States",28939941,0.8244209,99244405,0.8046249,34303500,0.76801044
449,AVer USA,"Regional Sales Manager, Video Conferencing (East)",28939941,0.9178618,25162378,0.88412744,18208580,0.8783645
450,PNC Financial Services Group,Sales Leader I - Business Banking Sales Manager,11902276,0.903417,17818707,0.8917241,25162378,0.88943064
451,LG Electronics North America,Regional Sales Manager - Air Solutions NE,25162378,0.89325273,95382114,0.88796073,69181350,0.8818065
452,Nancy Hill Agency,Licensed Insurance Agent Remote Executive Sales Manager,28939941,0.8641938,18208580,0.81996155,29552167,0.8175969
453,Gallin Associates,Sales leader,25162378,0.87634,14181049,0.87123114,18208580,0.86750495
454,CreateMe,Senior Director Finance,25330083,0.8311323,23573064,0.830407,19446337,0.82742167
455,Project FIND,Director of Finance,32308556,0.82397366,16237710,0.8096436,15363277,0.80062485
456,Eastern Union,Financial Analyst,12202337,0.8666886,33135102,0.86411744,21645690,0.8619769
457,Flywheel Technologies,VP of Finance (East Meadow),15363277,0.8694237,84356308,0.8650508,27330027,0.864499
458,The Execu - Search Group,Director - FP&A / Corporate Finance,28939941,0.8117151,25397102,0.77977943,99244405,0.7671011
459,Montefiore Health System,Director Financial Business Management (Freeport),32308556,0.8456249,16237710,0.8284258,14181049,0.825021
460,Utica Mutual Insurance Company,Chief Financial Officer,23573064,0.85222536,25330083,0.84606457,23513618,0.84009874
461,Scotiabank,"Associate Director, Global Capital Markets Documentation, GBM...",11065180,0.85314846,28989677,0.84973353,24544244,0.835238
462,Bennett Gaynor ,Furniture Product Sales Liasion,26278597,0.8341558,71767359,0.82052886,13080868,0.8136281
463,Central Office,Data Analyst/Manager,18365443,0.8960348,11963737,0.879447,13964744,0.8779479
464,Montblanc,"Manager, Data Analytics",11813872,0.860491,42156237,0.84835935,21156767,0.84784067
465,Michael Page International,Data Analyst Manager,28790806,0.813065,11813872,0.7997232,12011623,0.7938023
466,StrongArm Technologies,Senior Data Analyst,42156237,0.8635696,21156767,0.82798713,28790806,0.82663465
467,Facebook App,Analytics Manager,13964744,0.8283677,29134721,0.8255564,12011623,0.811158
468,Publicis Sapient,Marketing Analytics Manager,69181350,0.8720648,80679862,0.860239,24610685,0.8504323
469,"Rising Ground, Inc",Data Management Analyst for Netsmart,11020140,0.89183223,24038620,0.86660504,10839851,0.8591868
470,Illumina,"Associate Project Manager, IVD Product Development (San Diego, CA)",13964744,0.8574654,57364820,0.83622277,21038022,0.83242095
471,Amazon,"Sr. Product Marketing Manager - Growth, Music Industry",25162378,0.92443144,21867728,0.9129917,27917969,0.90386987
472,"Amazon.com Services, Inc.","Marketing Program Manager, B2B",25162378,0.8947173,69181350,0.8946826,21867728,0.87673795
473,United Nations Federal Credit Union,Systems Analyst - Appserver Admin,11020140,0.9384078,28126340,0.89046144,24038620,0.8872634
474,Hispanic Outlook,Administrative Executive Assistant - Building Operations,41910253,0.9095929,24544244,0.8579775,24588864,0.8510633
475,Toll International LLC,Office Administrator,14267489,0.8505931,14496667,0.8463895,21782152,0.845667
476,Executive Excellence,"Academic Dean, VOICE Charter School",76196367,0.8683883,12467531,0.86767054,16210888,0.8621924
477,Clinical Management Consultants,Assistant RN Manager Telemetry - Night shift,77266989,0.8472674,10953078,0.7902029,14391434,0.7752328
478,Walter P Moore,Project Management Administrator,32773331,0.86672723,25656981,0.8621979,19364677,0.85350466
479,Queens Surgical Center,Nurse Administrator,77266989,0.7888948,24828381,0.7815423,11174187,0.7654749
480,Physician Affiliate Group of NY,Administrative Assistant,37001381,0.83648235,80053367,0.83407104,32219038,0.8296043
481,"SBM Management Services, LP",Site Administrative Assistant,27847081,0.877637,14267489,0.87620753,14496667,0.875352
482,IQVIA,Sr. HR Business Partner (Hybrid/Remote Role),41523474,0.8880326,13879043,0.88077927,17412079,0.8799362
483,DoorDash,Senior HR Business Partner,18557164,0.8933368,28939941,0.88013923,13879043,0.8782784
484,Scale,HR Generalist,41910253,0.8859929,24544244,0.8538383,27847081,0.8494731
485,Nielsen,HR Initiatives Program Lead (Remote),28939941,0.84888154,18557164,0.84139025,18297650,0.8408605
486,Veterans Health Administration,Federal - Nursing Assistant Inpatient Mental Health West,77266989,0.88521254,25328428,0.88036406,27182111,0.8782603
487,"Veterans Affairs, Veterans Health Administration",Nursing Assistant (Inpatient Mental Health),46349752,0.9167669,31395710,0.89090717,16356151,0.8879122
488,"Veterans Health Administration, Department of Veterans Affairs",Nursing Assistant (Inpatient Mental Health),46349752,0.93287194,16356151,0.9159261,31395710,0.91519976
489,The Hire Mark,Sylmar Certified Nursing Assistant CNA for Psychiatric lockdown...,16356151,0.8559346,46349752,0.8274512,80053367,0.8127924
490,US Veterans Health Administration,Nursing Assistant (Inpatient Mental Health),16356151,0.8949653,46349752,0.8873378,31395710,0.8689398
491,Meadowbrook Behavioral Health,Certified nursing assistant,25328428,0.7768915,77266989,0.77255946,15636923,0.7576673
492,Sutter Health,Nurse Practitioner - Icu Davies - Pd,16121387,0.90838623,37374340,0.8808031,16356151,0.87796855
493,Marina del Rey,"Mental Health Worker/CNA, Full Time, Nights",46349752,0.88964075,16356151,0.8587339,31395710,0.8555676
494,The Carrington Team,Real Estate Agent - Training Provided,18297650,0.80012006,18208580,0.7892522,12955994,0.78447056
495,Marcus and Millichap,Entry-Level Commercial Real Estate Agent,28939941,0.88518095,34303500,0.8600637,11902276,0.85817796
496,Keller Williams Realty,Real Estate Agent - Training Provided,18297650,0.8017268,18208580,0.78360474,11902276,0.7808304
497,BH Properties,Realtor,28745844,0.78876984,24953921,0.7847816,21645690,0.7814896
498,EXIT Realty Top Properties NY,Real Estate Agent,30709029,0.8110763,39142536,0.7881517,17602815,0.7760563
499,Riseboro Community Partnership,VP Real Estate,60624892,0.8128851,16237710,0.7988711,19557384,0.7966498
500,Venezia Realty Group LLC,Real Estate Agent,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
501,Creative Real Estate Pros Rr,Creative Real Estate Agent in Nyc (We Train You),12504278,0.84373194,36970996,0.84310865,23917826,0.84003985
502,Highline Residential Technology,Real Estate Agent,18297650,0.7642998,28939941,0.7545227,18208580,0.75340766
503,"11 Jo-Ann Stores Support Center, Inc.","Coordinator, Customer Care Center",35474904,0.8917622,17189156,0.8706558,34594746,0.86792374
504,PNC Bank,Investment Service Partner – Customer Service Rep – REMOTE OPTION,35474904,0.89783674,33370664,0.8860415,17189156,0.8800318
505,"FASTSIGNS® OF DOWNTOWN CLEVELAND, OH",Customer Service Representative / Inside Sales,24544244,0.91565084,35474904,0.90181595,17189156,0.89494544
506,Embrace Pet Insurance,Customer Care Embracer,37374340,0.8318445,35474904,0.8311123,33370664,0.8284633
507,National Asset Recovery Specialists,Customer Support Specialist,14267489,0.84711516,35474904,0.8381956,28745844,0.8340071
