Job Description Index,Company Name,Position Title,Most similar cluster index,Most similarity cluster scores,Most similar cluster keyword,Top_1_Resume_ID,Top_1_Similarity,Top_2_Resume_ID,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
180,Indeed,Staff Software Engineer - SMB - Marketing Enablement,4,0.9371145751339127,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",21038022.0,0.9444177345240802,12011623.0,0.9412802161577196,36856210.0,0.9402484639258308
181,ModMed,Patient Services Specialist (Remote),1,0.9354542971277034,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",14064815.0,0.9525071468438283,24061629.0,0.951245840789787,37374340.0,0.9505237039824475
182,FCX Performance,Accounts Receivable-FC,1,0.9309778410504952,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9465747546025304,19156751.0,0.9459875576016459,35474904.0,0.9455192297859563
183,Dawson Resources,Collections,1,0.936112004806639,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",49204385.0,0.9541768393503058,53640713.0,0.9537064604750819,16270906.0,0.9508528014112949
184,New York Life,Financial Professional – Financial / Insurance – Entry Level,1,0.9371961397696457,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",91515108.0,0.9579328051907905,14064815.0,0.9573807758051143,41910253.0,0.9562654633014573
185,Country Financial,Insurance Agent,1,0.9357467697199722,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",12955994.0,0.9428359466502056,91515108.0,0.942311004271412,24967652.0,0.9414391643137517
186,Platinum Supplemental Insurance,Entry-Level Sales,1,0.9172764864032286,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",11209758.0,0.9344097212353005,24544244.0,0.9338153090042702,35302620.0,0.930634014177964
187,LabCorp,Vice President/General Manager (VP/GM),1,0.9376979993384924,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24550866.0,0.952222377337907,25397102.0,0.9493676509403792,25451319.0,0.9491989919225317
188,Legal Zoom,Vice President/Practice Leader of Tax,1,0.9579233579131665,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24550866.0,0.9625271793804008,17818707.0,0.9620624489685811,41950126.0,0.9615918989727008
189,Mathematica,"Senior Vice President and Managing Director, International Research",2,0.9381799658853966,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",66683238.0,0.9539933578629749,37348041.0,0.9498825359082828,29134372.0,0.9482651109074972
190,U.S. Bank,Customer Service - Fraud Liaison Specialist,1,0.9338336620400453,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9608933628254119,14508237.0,0.9596534167823001,17189156.0,0.9585388785161897
191,JPMorgan Chase and Co,Fraud Awareness Educator – Associate,1,0.9221523895156467,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",41910253.0,0.9522391231382661,27847081.0,0.9520591360515414,34594746.0,0.9459176395658166
192,Barclays,Fraud Resolution Analyst,1,0.9021780433925168,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.924201703169991,47487091.0,0.9208697582177734,28989677.0,0.9187185214140225
193,Regions Bank,Fraud Systems Analyst (REMOTE OPPORTUNITY),2,0.9343939510941616,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",60624892.0,0.9503212970260734,27531694.0,0.9480344331338744,66683238.0,0.9421365343291968
194,eTeam,Fraud & Compliance - AML/BSA Specialist,1,0.9458627826044468,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",41950126.0,0.9592472474816354,15891494.0,0.9590158335250938,34594746.0,0.9567006940553713
195,Aston Carter,Fraud Investigator,1,0.9299386989175975,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24588864.0,0.9550809714905744,27847081.0,0.9487356997152614,12938389.0,0.9458640799045839
196,Alsco,Office Clerk,1,0.9295602982424744,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",14508237.0,0.9392128772354741,24544244.0,0.9391574663724889,38225199.0,0.9384602860871204
197,American Cybersystems,Office Clerk,1,0.9119299508614591,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",29221006.0,0.9375039352069798,24294778.0,0.9317752108928506,24402267.0,0.9297662816350731
198,Central Health Solutions,General Office Clerk,1,0.9121476812561613,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9437985175626961,19938081.0,0.9436126954754191,15337481.0,0.9407228263432859
199,Randstad,Office Clerk,1,0.9385618172245205,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",20925036.0,0.9446629030710105,16492045.0,0.9433689662287066,24294778.0,0.9432913290475309
200,The State of Florida,OPS DEPUTY CLERK,1,0.9334377809536485,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",47470864.0,0.9537731653926416,36694627.0,0.9519473640205115,27847081.0,0.9519058192370446
201,Akerman LLP,Part-Time Office Services Clerk,1,0.9478145489291547,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",39650734.0,0.9516716232628799,38698573.0,0.950601396116481,21782152.0,0.9497475108323443
202,"Magic Transport, Inc",General Office Clerk / Data Entry,1,0.9119344745289617,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24544244.0,0.9234181241307181,20925036.0,0.9216464639140101,25507648.0,0.9214837750296097
203,"Accent Controls, Inc",General Clerk II,1,0.9589056356552248,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18784594.0,0.9616016699751778,56151548.0,0.9614610555239052,13272204.0,0.9607274776304795
204,"Morgan  Morgan, P.A.",Runner (Mail Clerk),1,0.9411113885367308,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",13909762.0,0.9549741159209071,58208591.0,0.9534038087644268,14508237.0,0.9529227553132982
205,Jacksonville Job Corps Center,Clerical,1,0.9213574480923048,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",37360517.0,0.938539352013544,18484846.0,0.9384737726002677,11773767.0,0.9363850669824498
206,State of OH-- Attorney General,Medicaid Fraud Intake Officer  (22000555),1,0.8492260265065967,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",27689009.0,0.8786559815261143,15821633.0,0.8747208369925377,89049979.0,0.8735950141089815
207,"Prince George's County, Maryland  Upper Marlboro, MD On-site",Investigator 1G,1,0.9164071943270449,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",14496667.0,0.9341241784543057,17730889.0,0.9339655541455559,49325370.0,0.933787087118722
208,Hirschbach - Team Drivers,CDL Team Truck Driver and Lease Operators +,0,0.8812694660769029,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",19147947.0,0.9160698384585525,32720816.0,0.911996734649877,11797122.0,0.9110339955921476
209,Ozark Logistics LLC,CDL-A Flatbed Truck Driver,1,0.8655127152999682,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",32605413.0,0.897383516601292,23933031.0,0.8916257956799493,28359817.0,0.8888016026959067
210,JobsInLogistics.com,CDL A Regional Drivers,3,0.8465421730151196,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",10818478.0,0.8764701843367972,16391949.0,0.8715957061903175,29928796.0,0.8698390418562629
211,Innovative Cleaning Services LLC,Dump Truck Driver,0,0.8784020677390701,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",36252245.0,0.9038544100199373,39855211.0,0.9034224627160076,28756444.0,0.9017825787677329
212,POOLCORP,CDL Local Route Delivery Truck Driver,0,0.9080934538701768,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",39855211.0,0.9368417505698194,28756444.0,0.9355732826052988,17704246.0,0.9332547156075575
213,Cardinal Logistics,CDL-A Truck Driver - $5K Sign On Bonus,0,0.8785014100113924,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",19147947.0,0.9214938612653165,17655479.0,0.9201273990423537,11797122.0,0.9166060698017906
214,"Transco Lines, Inc.","CDL A Team Drivers - Sign-On Bonus Up To $10,000!",0,0.8792729795318024,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",19147947.0,0.918398829394806,17655479.0,0.910452414094127,32720816.0,0.9091527239519734
215,Quality Carriers,Class A - Regional Truck Driver - Home Weekly - Out 2 Days or Less,0,0.819355525929582,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",11130200.0,0.8611746734518025,19147947.0,0.8603989607824429,17655479.0,0.8555586156488133
216,"CRST Expedited - Regional Louisville, KY",Solo Class A CDL Driver,1,0.8695713001140479,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24544244.0,0.8867238884313933,32605413.0,0.8840750479858144,10189110.0,0.8795851815961027
217,PeopleConnect Staffing,CEO - Cannabis & Investment,1,0.9311647322439214,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18208580.0,0.9592100304745087,18636651.0,0.9502781426268087,15363277.0,0.9490208144257044
218,Evolent Health,Chief of Staff,1,0.9423872651652363,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",41910253.0,0.9631803657512521,23761385.0,0.9614696780462848,12938389.0,0.9613668259662269
219,Nikola Labs,CFO - Fast Growing Startup,1,0.8969723530292839,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18208580.0,0.9226060756323342,32308556.0,0.917568928912444,13879043.0,0.9173084672664871
220,Select Specialty Hospital-Columbus East,Chief Executive Officer (CEO),1,0.9477540306545936,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",33803142.0,0.964596116448141,13565152.0,0.9622402590303953,18784594.0,0.9582337060309781
221,LifePoint Health,Chief Financial Officer (CFO),1,0.9043161694964086,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",19446337.0,0.9221614773251956,23513618.0,0.9195527674201179,28969385.0,0.9193317407932811
222,Allstate,Allstate Agency Owner - CEO of You,1,0.9441783408726394,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18208580.0,0.9555681206224694,91051945.0,0.9549735619489303,18171955.0,0.9540056696113461
223,"Transtar Industries  Walton Hills, OH Remote ",Customer Service Representative - Remote,1,0.9203130003942479,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9569547544562547,35474904.0,0.9473946504992082,19156751.0,0.9468636663577912
224,"Guest Supply  Grove City, OH Remote",Customer Service Representative (Work at Home),1,0.9333322167118773,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",14508237.0,0.9585788341383534,27847081.0,0.9567475996365786,34594746.0,0.9529540391193148
225,DEPARTMENT OF DEFENSE Defense Counterintelligence and Security Agency,Investigator,1,0.901433889913942,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24588864.0,0.9333752303312066,27847081.0,0.9300498104559772,23138078.0,0.9298408229279813
226,DEPARTMENT OF JUSTICE Drug Enforcement Administration,Diversion Investigator,1,0.9442559548180978,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",10554236.0,0.95325553676337,23138078.0,0.9504393397586209,15100547.0,0.9503297724261577
227,"National Security Agency  Fort Meade, MD ",Polygraph Examiner - Entry to Mid-Level (MD),2,0.9250774502098735,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",26125407.0,0.9423167258119346,39082090.0,0.9404954727614074,29134372.0,0.9374775296374609
228,SPECIAL AGENT - GS 1811-10 (EXTERNAL - All U.S. Citizens),Special Agent,1,0.9291713306380897,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24588864.0,0.9478143108792704,15100547.0,0.9469165444315336,10876132.0,0.941852007408686
229,"Maryhaven, Inc.",MARKETING SPECIALIST,1,0.9556077210907057,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",27096471.0,0.9637997269102707,39237915.0,0.962582911265375,91515108.0,0.959286710241464
230,Pyramid Consulting,Marketing Specialist/ Brand Marketing || Work from Home,3,0.9229179163785903,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",22706174.0,0.9556257624501057,79759716.0,0.9523204255699269,16276121.0,0.9505318038997248
231,Colliers I Columbus,Marketing Specialist,3,0.9133353030524765,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",28939941.0,0.9263280268206449,30938994.0,0.92220663933493,26278597.0,0.9219744947681823
232,Wolters Kluwer,Marketing Specialist,3,0.9047358983186506,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",25038571.0,0.9394586053783304,79759716.0,0.9382974415088905,22706174.0,0.9375497812675333
233,Gravity,Marketing Event Coordinator,4,0.9061237525194907,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",29134721.0,0.919482457930853,26790545.0,0.9168287597891134,13964744.0,0.9144704874885998
234,"Peraton  Arlington, VA","Background Investigator (FT Employee) - Arlington, VA",2,0.9123714504911147,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",66683238.0,0.939518157777449,29926588.0,0.9351786961368072,94230796.0,0.9324133530133474
235,"CIA  Washington, DC On-site",Polygraph Examiner,2,0.9082005200986631,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",39082090.0,0.9150020318287926,37348041.0,0.9144994561757827,19717385.0,0.9137901848699574
236,DCG TRADE,Construction Project Manager,0,0.9561620448655641,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",20905088.0,0.9675436940084832,35971546.0,0.9561650024555478,28628090.0,0.9551642881398796
237,Haley & Aldrich,Project Manager (CCR focused),0,0.9333263487262021,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",28815362.0,0.9472859997394618,14049846.0,0.9430037488406484,28628090.0,0.9425538408065117
238,"MCM Company, Inc.",Sr. Project Manager,0,0.9412675515188937,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",28815362.0,0.9523627095895963,27798860.0,0.9517295474275923,27246366.0,0.9470789196800604
239,"C&K Industrial Services, Inc.",Infrastructure Services Project Manager,1,0.9580793000780392,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",17876954.0,0.9660041222066099,38698573.0,0.9657226523210162,17781039.0,0.9647487574924523
240,Iontra LLC,Project Manager 100% Remote,0,0.9309326229679279,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",28628090.0,0.9560800801023304,16203589.0,0.9495269075944804,20905088.0,0.948487208022657
241,Atlas,Environmental Project Manager,0,0.9499727437139323,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",24154692.0,0.9536608343232889,15823995.0,0.9504088274652257,25919149.0,0.9475153150399036
242,Professional Placement Services,Project Manager,0,0.9341715800885572,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",15721849.0,0.9515857443840605,19364677.0,0.949550813890633,12826414.0,0.9477722992025506
243,The Adcom Group,Digital Development Project Manager,1,0.9268614175816815,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",68781345.0,0.9514185129577009,32308556.0,0.9514123375970522,13879043.0,0.9503589299557085
244,THP Limited,Project Manager,0,0.9202225596456897,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",28815362.0,0.93967860422731,27798860.0,0.9336135080937228,24322804.0,0.9324193576083256
245,APEX Race Parts,Ecommerce Manager  Remote,4,0.9467171008196154,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",80679862.0,0.9575493462890534,39166680.0,0.9536683197896431,29825044.0,0.9517626905440104
246,Sherwin-Williams,Senior eCommerce Engineer,4,0.9636153360380817,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",28126340.0,0.9622886509493336,29196643.0,0.959305580075771,17823436.0,0.9591525222643291
247,Emerald Resource Group,E-Commerce Manager,3,0.9476176545327363,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",34303500.0,0.9548589916096668,53227466.0,0.9528628459015389,26780935.0,0.9480364868189357
248,Graybar,Remote E-Commerce Technical Analyst,1,0.9578548263797677,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",27847081.0,0.9702014199774344,35474904.0,0.9685210997368423,12938389.0,0.9667550541822008
249,Apolis,IT Project Manager III - Contract to Hire - Fortune Client,1,0.9410921003561458,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",36805025.0,0.9512787866865235,39675895.0,0.9511121815734072,59962788.0,0.9493139408158202
250,Kantar,Ecommerce Consultant,3,0.9392548062560586,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",11773925.0,0.9564252731487739,25162378.0,0.9552107900393703,59696315.0,0.9546962874282685
251,Fortune Brands,Senior Project Manager - eCommerce-Certified Scrum Master,0,0.8966144090523889,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",19612167.0,0.9156381046551141,11890896.0,0.911992547491657,15823995.0,0.9114067675341881
252,Smuckers,"Manager, Commerce Marketing",3,0.9176704084713974,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",79759716.0,0.9509216457076204,16276121.0,0.9498821973849791,25162378.0,0.9497074816512965
253,TEKsystems,Project Manager I/II- Remote,4,0.9116436988256525,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",13575312.0,0.9392966467407182,13405733.0,0.9346218692065063,27485716.0,0.9344607347380726
254,Code3,Ecommerce Account Manager,1,0.9423154540569303,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",35474904.0,0.9600707733572105,17132168.0,0.9598851696109244,38225199.0,0.9580989878261433
255,Experian,Manager ecommerce,4,0.9303559752752762,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",13964744.0,0.9523711135845323,80679862.0,0.9516585006584055,88907739.0,0.9515073683826758
256,Quadient,Remote Customer Service Representative,4,0.9394916881328856,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",14267489.0,0.9596612595550076,10549585.0,0.955360260651207,83338413.0,0.9534641756195502
257,Regular,Bilingual Spanish CUSTOMER SERVICE REPRESENTATIVE Work From Home...,1,0.9182965362680449,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9537140526356551,49486820.0,0.9430809290021407,97123005.0,0.9413277437907315
258,SupportNinja,Customer Service Representative L2 (Work-At-Home),1,0.9121411024066393,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9468971143463005,19156751.0,0.9436274449646445,19938081.0,0.9405775522165258
259,Upwork,Customer Service Representative,3,0.8979592165275998,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",29928796.0,0.9165905446820755,79376680.0,0.9153191854799786,29399491.0,0.9116594360718846
260,DFIN,Customer Service Representative - (1st Shift) - Remote,2,0.9283127626891996,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",66683238.0,0.9437682908591845,84512719.0,0.9387475218555943,29926588.0,0.9380399497588439
261,American Income Life Insurance Company,Customer Service Representative / Remote,1,0.9279502912807249,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",19156751.0,0.9491822960682611,38225199.0,0.9487616336381468,35474904.0,0.9482769003269458
262,Moen,Part-Time Customer Service Representative (Remote),1,0.9172658407288419,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",41910253.0,0.948789558751348,24544244.0,0.9439424294105108,91515108.0,0.941902715263359
263,Conduent,Remote Customer Service Associate,1,0.928008342743071,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",14508237.0,0.9449641311214684,13909762.0,0.9421816821017572,64471954.0,0.9396877967483713
264,Randstad USA,Work From Home Customer Service Representative,1,0.9206881337016377,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",24544244.0,0.9416141738467017,14508237.0,0.9376596583984765,35474904.0,0.9354700644389795
265,Volt,Talent Acquisition Specialist / Recruiter,1,0.9224230175906368,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18297650.0,0.9664446317075102,13879043.0,0.9533107234104378,17412079.0,0.9517193253404392
266,"Cprime, Inc",Talent acquisition recruiter,2,0.8773477894203401,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",66683238.0,0.9157779796902301,37348041.0,0.9047377958501619,99244405.0,0.9037652141970431
267,Conexess Group,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...,1,0.9378891849953807,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18297650.0,0.9665813816481863,13520837.0,0.9553507684095871,24544244.0,0.9515311993573587
268,Southcoast Health,Talent Acquisition Advisor (Healthcare)   REMOTE,2,0.9364289842141731,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",85417107.0,0.9506975179728717,29134372.0,0.9446435782758275,37348041.0,0.939696868020081
269,ACL Digital,Talent Acquisition Specialist,0,0.8991030151228931,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",11890896.0,0.9138069001994115,15823995.0,0.9138049310013637,24322804.0,0.9111581110682658
270,ASML,Talent Acquisition Manager,2,0.9094059200063015,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",66683238.0,0.9314506075817395,84512719.0,0.9261981292598931,37348041.0,0.9250613235703524
271,ALTEN,Senior Talent Acquisition Specialist,1,0.8905980106041628,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18297650.0,0.9262439770953463,13879043.0,0.9200045621504538,24184357.0,0.9196631250529896
272,American Express,Recruiter,1,0.947264156343659,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",18171955.0,0.9641735638063142,18208580.0,0.9629597391932975,24544244.0,0.9592743108018116
273,YWCA Columbus,Chief Executive Officer,2,0.9294198151007108,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",13115648.0,0.9449063095936174,29134372.0,0.9414103547145902,21663616.0,0.9406065920316333
274,Platform Partners,Marketing Visionary,2,0.9376755707560006,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",60624892.0,0.9633359811081227,35422305.0,0.9602613317376754,98309114.0,0.9568732274296723
275,Home For Families,Marketing Specialist,2,0.890690373868186,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",11677012.0,0.9055933349639321,66683238.0,0.9022228208928453,22551979.0,0.895863162898906
276,Caesars Entertainment,COORDINATOR - MARKETING,2,0.9283578197751507,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",21060367.0,0.9331288405479525,36019469.0,0.9305791237162395,54259150.0,0.9256747143691382
277,FleetCor,Digital Marketing Specialist (REMOTE),4,0.9018548394818526,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",80679862.0,0.9416806199095404,18354623.0,0.9361343989875266,26160200.0,0.9344131950820722
278,porkbun,Marketing Content Specialist (Remote),3,0.9364321145734629,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",13837784.0,0.956923794686477,85421438.0,0.9560454160598317,18927233.0,0.953084461699909
279,BDS Marketing,"Full Time Digital Marketing Specialist - Columbus, OH",3,0.9271018621987439,"['sale', 'company', 'state', 'city', 'customer', 'name', 'marketing', 'service', 'business', 'management']",22706174.0,0.9592924386431761,85421438.0,0.9542739505709746,16276121.0,0.9528172971091278
280,Sykes,Customer Service Representative,2,0.9265702707747434,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",74191424.0,0.9370924699826126,28670024.0,0.9368904578797966,27531694.0,0.9364966732398721
281,Macys--Remote,Customer Service Representative ,1,0.9324571849903669,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",29865476.0,0.9459287353436561,13909762.0,0.9445913827809069,54067174.0,0.942527971740202
282,Test Company,Test position,0,0.6405338396952458,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",50328713.0,0.7099309995003025,24668861.0,0.6960292052605035,18024825.0,0.6868208095825629
283,"Chewy  Phoenix, AZ Remote",Customer Service Representative,1,0.9323687183654072,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",14508237.0,0.9629919007700085,35474904.0,0.9582401402251666,26127853.0,0.9581585004133067
284,Dynamic Gymnastics,Coach,2,0.8810224824888513,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",70603826.0,0.9196121738434547,19037403.0,0.9136570354209171,24444525.0,0.9103883243737275
285,"Honors Holdings, LLC",Fitness Coach,2,0.9322163550454932,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",28669770.0,0.95942783576603,15636923.0,0.9567872246126129,24251588.0,0.9547154367924071
286,Onelife Fitness,Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...,2,0.9310018844980187,"['state', 'city', 'student', 'company', 'name', 'skill', 'program', 'education', 'training', 'patient']",15636923.0,0.9572820215499737,28669770.0,0.9547318753652496,34792238.0,0.9472555044986307
287,Bread Financial,Fraud Representative,1,0.9251248597699431,"['company', 'state', 'management', 'city', 'customer', 'name', 'business', 'service', 'financial', 'account']",34594746.0,0.9517889689104302,27847081.0,0.9458391406092235,24508725.0,0.9441907022440539
288,Choice Recovery,Marketing Director,0,0.6405338396952458,"['project', 'state', 'city', 'company', 'name', 'system', 'management', 'construction', 'engineering', 'design']",50328713.0,0.7099309995003025,24668861.0,0.6960292052605035,18024825.0,0.6868208095825629
289,Blue Frog Solutions | Marketing Agency,HTML and Wordpress Developer,4,0.8602511202741111,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",83816738.0,0.9034955056994709,20674668.0,0.8992387300667758,12144825.0,0.8928338201270243
290,Swifty Web Agency,Wordpress Developer,4,0.920305897864133,"['system', 'management', 'project', 'company', 'state', 'city', 'network', 'data', 'software', 'support']",29134721.0,0.9297805947678242,28126340.0,0.924045201063928,62994611.0,0.923868997016805
